year,month,day,hour,minute,second,valve_open,temperature,soil_moisture,light_level,rain_detected,humidity
2025,8,27,3,42,46,0,15.17,2.57,0.28,0,75.00
2025,8,27,3,47,46,0,15.10,3.23,0.23,0,75.00
2025,8,27,3,52,46,0,15.00,2.72,0.19,0,75.00
2025,8,27,3,57,46,0,15.00,2.43,0.14,0,75.00
2025,8,27,4,2,46,0,15.00,2.62,0.24,0,75.00
2025,8,27,4,7,46,0,15.00,2.68,0.26,0,76.00
2025,8,27,4,12,46,0,15.00,2.92,0.28,0,75.03
2025,8,27,4,17,46,0,15.00,2.54,0.06,0,76.00
2025,8,27,4,22,47,0,14.90,2.31,0.32,0,76.00
2025,8,27,4,27,47,0,14.80,2.52,0.14,0,76.00
2025,8,27,4,32,47,0,14.90,2.35,0.24,0,77.00
2025,8,27,4,37,47,0,14.80,3.13,0.34,0,76.00
2025,8,27,4,42,47,0,14.80,2.54,0.19,0,77.00
2025,8,27,4,47,47,0,14.80,2.36,0.20,0,77.00
2025,8,27,4,52,47,0,14.70,2.32,0.13,0,77.00
2025,8,27,4,57,47,0,14.70,2.73,0.29,0,77.00
2025,8,27,5,2,47,0,14.70,2.78,0.50,0,77.00
2025,8,27,5,7,47,0,14.70,2.92,0.73,0,77.00
2025,8,27,5,12,47,0,14.70,2.57,0.73,0,77.00
2025,8,27,5,17,47,0,14.70,3.03,1.53,0,78.00
2025,8,27,5,22,47,0,14.70,2.60,2.63,0,77.00
2025,8,27,5,27,47,0,14.60,3.23,4.41,0,77.00
2025,8,27,5,32,47,0,14.50,2.85,7.34,0,77.00
2025,8,27,5,37,47,0,14.40,2.51,12.92,0,77.00
2025,8,27,5,42,47,0,14.30,3.21,21.46,0,77.00
2025,8,27,5,47,47,0,14.40,2.68,30.33,0,77.99
2025,8,27,5,52,47,0,14.40,3.09,39.10,0,78.00
2025,8,27,5,57,47,0,14.30,3.30,47.49,0,77.01
2025,8,27,6,2,47,0,14.20,2.53,54.38,0,77.00
2025,8,27,6,7,47,0,14.20,2.65,60.57,0,78.00
2025,8,27,6,12,47,0,14.20,2.84,65.22,0,77.00
2025,8,27,6,17,47,0,14.20,2.84,69.60,0,77.24
2025,8,27,6,22,47,0,14.30,2.38,72.77,0,78.00
2025,8,27,6,27,47,0,14.30,2.95,75.38,0,78.00
2025,8,27,6,32,48,0,14.40,3.15,77.47,0,78.00
2025,8,27,6,37,48,0,14.50,2.49,78.90,0,78.00
2025,8,27,6,42,48,0,14.60,2.18,80.35,0,78.00
2025,8,27,6,47,48,0,14.80,2.68,82.31,0,78.00
2025,8,27,6,52,48,0,15.00,2.69,83.76,0,78.00
2025,8,27,6,57,48,0,15.20,2.84,84.88,0,78.00
2025,8,27,7,2,48,0,15.40,2.74,85.40,0,78.00
2025,8,27,7,7,48,0,15.60,2.51,86.40,0,78.00
2025,8,27,7,12,48,0,15.80,2.33,87.35,0,78.00
2025,8,27,7,17,48,0,16.05,2.69,87.86,0,78.00
2025,8,27,7,22,48,0,16.40,2.53,88.75,0,78.00
2025,8,27,7,27,48,0,16.50,2.67,89.18,0,78.00
2025,8,27,7,32,48,0,16.80,2.31,89.37,0,77.00
2025,8,27,7,37,48,0,17.10,2.31,89.31,0,77.00
2025,8,27,7,42,48,0,17.19,2.45,89.23,0,76.00
2025,8,27,7,47,48,0,17.30,2.81,89.59,0,76.00
2025,8,27,7,52,48,0,17.50,2.61,90.55,0,76.00
2025,8,27,7,57,48,0,17.80,2.53,90.86,0,76.00
2025,8,27,8,2,48,0,18.00,2.58,90.47,0,75.00
2025,8,27,8,7,48,0,18.10,2.67,89.36,0,74.00
2025,8,27,8,12,48,0,18.10,2.91,89.44,0,74.00
2025,8,27,8,17,48,0,18.20,2.18,89.78,0,74.00
2025,8,27,8,22,48,0,18.50,2.87,90.76,0,74.00
2025,8,27,8,27,48,0,18.88,2.32,90.00,0,73.00
2025,8,27,8,32,48,0,18.80,2.53,92.26,0,73.00
2025,8,27,8,37,48,0,19.20,2.47,91.37,0,72.90
2025,8,27,8,42,48,0,19.40,2.16,91.83,0,72.00
2025,8,27,8,47,48,0,19.50,2.31,92.22,0,72.00
2025,8,27,8,52,48,0,19.69,2.32,93.65,0,72.00
2025,8,27,8,57,49,0,20.31,2.12,94.21,0,71.00
2025,8,27,9,2,49,0,21.00,2.57,96.02,0,69.88
2025,8,27,9,7,49,0,21.90,2.89,94.31,0,69.00
2025,8,27,9,12,49,0,21.70,2.65,94.98,0,65.00
2025,8,27,9,17,49,0,21.48,2.45,95.96,0,66.00
2025,8,27,9,22,49,0,22.00,2.60,95.10,0,65.00
2025,8,27,9,27,49,0,22.20,2.62,95.74,0,63.00
2025,8,27,9,32,49,1,22.60,2.11,96.76,0,62.00
2025,8,27,9,37,49,1,23.00,3.23,98.15,0,61.00
2025,8,27,9,42,49,0,25.00,2.53,96.80,0,57.00
2025,8,27,9,47,49,0,24.00,2.56,96.89,0,57.00
2025,8,27,9,52,49,0,23.70,2.70,94.10,0,56.00
2025,8,27,9,57,49,1,24.20,2.99,97.44,0,58.00
2025,8,27,10,2,49,1,25.80,4.14,98.29,0,53.00
2025,8,27,10,7,49,0,25.00,3.14,99.42,0,54.00
2025,8,27,10,12,49,0,26.60,3.03,98.03,0,50.00
2025,8,27,10,17,49,0,27.30,3.11,99.71,0,52.00
2025,8,27,10,22,49,0,28.10,3.43,97.97,0,47.00
2025,8,27,10,27,49,0,28.70,3.18,100.10,0,48.01
2025,8,27,10,32,49,0,32.10,3.41,99.36,0,40.00
2025,8,27,10,37,49,0,29.70,2.97,95.94,0,42.00
2025,8,27,10,42,49,0,26.80,3.36,100.09,0,46.00
2025,8,27,10,47,49,0,29.03,4.22,96.73,0,46.00
2025,8,27,10,52,49,0,28.70,2.97,96.29,0,42.00
2025,8,27,10,57,49,0,28.50,3.28,97.03,0,45.00
2025,8,27,11,2,49,0,32.80,3.37,100.10,0,41.00
2025,8,27,11,7,49,0,33.20,3.49,99.12,0,37.00
2025,8,27,11,12,49,0,29.53,4.19,94.42,0,41.00
2025,8,27,11,17,49,0,27.00,3.14,99.08,0,46.00
2025,8,27,11,22,49,0,26.00,3.04,94.02,0,47.00
2025,8,27,11,27,49,0,25.56,4.24,99.14,0,50.00
2025,8,27,11,32,49,0,25.80,4.19,94.60,0,49.00
2025,8,27,11,37,49,0,23.90,3.22,96.27,0,52.00
2025,8,27,11,42,49,0,23.80,4.61,91.44,0,52.05
2025,8,27,11,47,50,0,22.98,3.37,95.33,0,57.00
2025,8,27,11,52,50,0,22.71,3.58,95.97,0,58.00
2025,8,27,11,57,50,0,22.80,3.10,92.85,0,56.00
2025,8,27,12,2,50,0,22.00,3.88,91.10,0,60.00
2025,8,27,12,7,50,0,21.50,4.18,89.55,0,62.00
2025,8,27,12,12,50,0,21.00,3.62,91.65,0,61.00
2025,8,27,12,17,50,0,21.00,3.05,89.22,0,60.00
2025,8,27,12,22,50,0,21.30,3.55,97.04,0,64.00
2025,8,27,12,27,50,0,21.40,2.92,94.31,0,65.00
2025,8,27,12,32,50,0,20.48,3.54,95.00,0,66.00
2025,8,27,12,37,50,0,20.50,4.12,97.25,0,70.00
2025,8,27,12,42,50,0,21.50,4.76,96.56,0,69.00
2025,8,27,12,47,50,0,23.40,3.51,100.03,0,73.00
2025,8,27,12,52,50,0,26.20,3.69,98.21,0,63.00
2025,8,27,12,57,50,0,25.90,5.12,97.66,0,58.00
2025,8,27,13,2,50,0,26.60,3.34,99.82,0,59.00
2025,8,27,13,7,50,0,28.79,3.33,100.09,0,50.05
2025,8,27,13,12,50,0,29.08,5.48,99.48,0,48.26
2025,8,27,13,17,50,0,28.40,3.29,99.44,0,49.10
2025,8,27,13,22,50,0,27.35,3.13,96.81,0,49.00
2025,8,27,13,27,50,0,25.38,4.10,99.50,0,53.98
2025,8,27,13,32,50,0,25.20,3.90,95.97,0,54.10
2025,8,27,13,37,50,0,25.00,3.39,97.38,0,55.00
2025,8,27,13,42,50,0,25.00,3.30,94.94,0,54.00
2025,8,27,13,47,50,0,24.37,3.63,94.62,0,55.00
2025,8,27,13,52,50,0,24.20,4.49,97.73,0,57.00
2025,8,27,13,57,51,0,25.30,3.55,98.73,0,54.00
2025,8,27,14,2,51,0,25.80,3.92,96.95,0,52.00
2025,8,27,14,7,51,0,25.90,3.24,97.09,0,52.00
2025,8,27,14,12,51,0,25.60,3.26,96.47,0,52.00
2025,8,27,14,17,51,0,25.60,3.51,99.68,0,51.00
2025,8,27,14,22,51,0,26.60,3.45,96.77,0,50.00
2025,8,27,14,27,51,0,26.00,3.65,96.82,0,50.00
2025,8,27,14,32,51,0,25.50,2.96,94.50,0,51.00
2025,8,27,14,37,51,0,25.00,3.68,94.27,0,51.00
2025,8,27,14,42,51,1,25.00,5.22,95.80,0,52.00
2025,8,27,14,47,51,1,25.09,2.87,95.44,0,51.00
2025,8,27,14,52,51,0,24.80,3.90,94.57,0,51.00
2025,8,27,14,57,51,0,24.70,3.37,94.43,0,51.00
2025,8,27,15,2,51,0,24.30,3.13,94.18,0,50.00
2025,8,27,15,7,51,0,24.50,3.77,94.73,0,51.00
2025,8,27,15,12,51,0,24.70,2.59,94.56,0,51.00
2025,8,27,15,17,51,0,25.00,3.16,94.99,0,51.00
2025,8,27,15,22,51,0,25.30,3.04,93.71,0,50.00
2025,8,27,15,27,51,0,25.00,3.04,94.26,0,49.00
2025,8,27,15,32,51,0,24.70,3.53,95.14,0,50.00
2025,8,27,15,37,51,0,24.83,2.80,93.26,0,50.00
2025,8,27,15,42,51,0,24.50,3.64,92.54,0,50.13
2025,8,27,15,47,51,0,24.08,3.61,94.14,0,51.00
2025,8,27,15,52,51,0,24.40,3.12,93.58,0,51.00
2025,8,27,15,57,51,0,24.40,3.22,93.04,0,51.00
2025,8,27,16,2,51,0,24.20,3.36,93.99,0,52.00
2025,8,27,16,7,51,0,24.00,2.90,91.30,0,51.00
2025,8,27,16,12,51,0,23.60,3.24,91.01,0,52.00
2025,8,27,16,17,51,0,23.40,4.06,90.03,0,52.00
2025,8,27,16,22,52,0,23.60,3.27,92.06,0,53.00
2025,8,27,16,27,52,0,23.50,2.45,90.46,0,53.00
2025,8,27,16,32,52,0,23.30,2.66,90.23,0,53.00
2025,8,27,16,37,52,0,23.00,3.18,90.98,0,54.00
2025,8,27,16,42,52,0,22.90,3.29,91.02,0,54.00
2025,8,27,16,47,52,0,23.10,2.85,93.41,0,54.00
2025,8,27,16,52,52,0,23.60,3.05,93.05,0,53.00
2025,8,27,16,57,52,0,23.60,3.28,92.40,0,53.00
2025,8,27,17,2,52,0,23.60,2.64,91.44,0,53.00
2025,8,27,17,7,52,0,23.40,2.83,87.07,0,53.00
2025,8,27,17,12,52,0,23.00,3.53,88.45,0,53.07
2025,8,27,17,17,52,0,22.80,3.19,88.78,0,54.00
2025,8,27,17,22,52,0,22.80,3.17,90.98,0,54.00
2025,8,27,17,27,52,0,22.82,2.89,89.36,0,54.00
2025,8,27,17,32,52,0,22.60,2.67,89.39,0,54.00
2025,8,27,17,37,52,0,22.50,2.92,88.75,0,55.00
2025,8,27,17,42,52,0,22.40,3.14,85.48,0,55.00
2025,8,27,17,47,52,0,22.20,3.17,83.60,0,55.00
2025,8,27,17,52,52,0,22.10,3.04,88.49,0,56.00
2025,8,27,17,57,52,0,22.10,2.47,85.93,0,56.00
2025,8,27,18,2,52,0,22.00,2.58,87.33,0,56.00
2025,8,27,18,7,52,0,22.00,2.69,87.47,0,55.00
2025,8,27,18,12,52,0,22.00,3.64,85.99,0,55.00
2025,8,27,18,17,52,0,21.81,3.17,84.09,0,56.00
2025,8,27,18,22,52,0,21.70,2.85,84.41,0,56.00
2025,8,27,18,27,52,0,21.70,3.08,82.75,0,56.00
2025,8,27,18,32,52,1,21.50,3.54,81.35,0,56.00
2025,8,27,18,37,52,1,21.40,1.97,77.48,0,56.00
2025,8,27,18,42,52,0,21.50,3.22,76.87,0,56.00
2025,8,27,18,47,52,0,21.50,2.77,76.86,0,56.00
2025,8,27,18,52,52,0,21.40,2.46,77.28,0,56.00
2025,8,27,18,57,53,0,21.30,2.97,71.83,0,57.00
2025,8,27,19,2,53,0,21.10,3.21,71.45,0,58.00
2025,8,27,19,7,53,0,20.90,2.52,67.90,0,58.00
2025,8,27,19,12,53,0,20.80,3.02,69.24,0,58.00
2025,8,27,19,17,53,0,20.60,3.11,67.89,0,59.00
2025,8,27,19,22,53,1,20.52,3.50,70.53,0,59.00
2025,8,27,19,27,53,1,20.50,3.44,70.96,0,59.00
2025,8,27,19,32,53,0,20.70,3.59,59.06,0,60.00
2025,8,27,19,37,53,0,20.60,2.39,65.35,0,60.00
2025,8,27,19,42,53,0,20.30,2.85,60.91,0,61.00
2025,8,27,19,47,53,0,20.02,2.80,59.67,0,61.00
2025,8,27,19,52,53,0,19.90,2.65,52.00,0,62.00
2025,8,27,19,57,53,0,19.70,2.16,38.14,0,62.00
2025,8,27,20,2,53,0,19.50,2.52,29.72,0,62.00
2025,8,27,20,7,53,0,19.30,2.22,20.53,0,63.00
2025,8,27,20,12,53,0,19.20,2.82,12.68,0,64.00
2025,8,27,20,17,53,0,19.10,2.68,7.10,0,64.00
2025,8,27,20,22,53,0,19.00,2.71,3.86,0,64.00
2025,8,27,20,27,53,0,19.10,2.64,1.86,0,65.00
2025,8,27,20,32,53,0,19.11,2.69,1.00,0,64.00
2025,8,27,20,37,53,0,19.16,2.29,0.40,0,65.00
2025,8,27,20,42,53,0,19.10,2.64,0.24,0,65.00
2025,8,27,20,47,53,0,19.10,2.50,1.26,0,65.00
2025,8,27,20,52,53,0,19.10,2.78,1.06,0,65.00
2025,8,27,20,57,53,0,19.07,2.36,1.37,0,66.00
2025,8,27,21,2,53,0,19.00,3.49,1.39,0,65.08
2025,8,27,21,7,53,0,19.00,2.46,1.20,0,66.00
2025,8,27,21,12,53,0,18.99,2.70,1.29,0,66.00
2025,8,27,21,17,53,0,18.88,2.83,1.25,0,67.00
2025,8,27,21,22,53,0,18.81,2.75,1.28,0,67.00
2025,8,27,21,27,53,0,18.80,2.52,1.25,0,67.00
2025,8,27,21,32,53,0,18.60,1.70,1.31,0,68.00
2025,8,27,21,37,53,0,18.30,2.37,1.41,0,69.00
2025,8,27,21,42,53,0,18.20,2.74,1.15,0,69.07
2025,8,27,21,47,53,0,18.10,2.28,1.33,0,69.00
2025,8,27,21,52,54,0,18.10,2.48,1.44,0,70.00
2025,8,27,21,57,54,0,18.10,2.18,1.08,0,70.00
2025,8,27,22,2,54,0,18.20,2.60,1.03,0,70.00
2025,8,27,22,7,54,0,18.30,2.42,1.28,0,70.00
2025,8,27,22,12,54,0,18.20,2.43,0.31,0,70.00
2025,8,27,22,17,54,0,18.20,2.48,0.10,0,70.00
2025,8,27,22,22,54,0,18.10,2.24,0.53,0,71.00
2025,8,27,22,27,54,0,18.00,2.15,0.14,0,72.00
2025,8,27,22,32,54,0,18.00,2.42,0.14,0,71.00
2025,8,27,22,37,54,0,17.80,2.71,0.11,0,72.00
2025,8,27,22,42,54,0,17.80,2.06,0.28,0,72.00
2025,8,27,22,47,54,0,17.70,2.24,0.10,0,72.00
2025,8,27,22,52,54,0,17.70,2.83,0.20,0,73.00
2025,8,27,22,57,54,0,17.70,2.40,0.14,0,72.00
2025,8,27,23,2,54,0,17.60,1.76,0.06,0,72.01
2025,8,27,23,7,54,0,17.50,2.34,0.09,0,73.00
2025,8,27,23,12,54,0,17.40,2.98,0.20,0,73.00
2025,8,27,23,17,54,0,17.40,2.80,0.35,0,73.00
2025,8,27,23,22,54,0,17.40,2.34,0.09,0,74.00
2025,8,27,23,27,54,0,17.32,2.13,0.17,0,74.00
2025,8,27,23,32,54,0,17.40,2.29,0.21,0,74.00
2025,8,27,23,37,54,0,17.50,2.82,0.30,0,74.00
2025,8,27,23,42,54,0,17.50,2.40,0.17,0,74.00
2025,8,27,23,47,54,0,17.60,2.99,0.40,0,74.00
2025,8,27,23,52,54,0,17.60,2.30,0.21,0,74.00
2025,8,27,23,57,55,0,17.60,2.40,0.12,0,74.00
